"Educació en Valors Cívics i Ètics","4ESO","COMP_ESPEC","CE1","Indagar i analitzar aspectes vinculats a la construcció de la pròpia identitat i a les qüestions ètiques relatives al projecte vital, en un context social, analitzant de forma reflexiva i crítica la informació obtinguda, per promoure l’autoconeixement i la resolució de dilemes morals de forma autònoma i raonada.","Indagar i analitzar aspectes vinculats a la construcció de la pròpia identitat i a les qüestions ètiques relatives al projecte vital, en.","","","","","","","","","","","","","","","","","","",""
"Física i Química","1ESO","COMP_ESPEC","CE1","Interpretar fenòmens de la naturalesa, predient i argumentant-ne el comportament a partir de models, lleis i teories propis de la física i química per apropiar-se de conceptes i processos propis de la ciència.","Interpretar fenòmens de la naturalesa, predient i argumentant-ne el comportament a partir de models, lleis i teories propis de la física.","","","","","","","","","","","","","","","","","","",""
"Física i Química","2ESO","COMP_ESPEC","CE1","Interpretar fenòmens de la naturalesa, predient i argumentant-ne el comportament a partir de models, lleis i teories propis de la física i química per apropiar-se de conceptes i processos propis de la ciència.","Interpretar fenòmens de la naturalesa, predient i argumentant-ne el comportament a partir de models, lleis i teories propis de la física.","","","","","","","","","","","","","","","","","","",""
"Física i Química","3ESO","COMP_ESPEC","CE1","Interpretar fenòmens de la naturalesa, predient i argumentant-ne el comportament a partir de models, lleis i teories propis de la física i química per apropiar-se de conceptes i processos propis de la ciència.","Interpretar fenòmens de la naturalesa, predient i argumentant-ne el comportament a partir de models, lleis i teories propis de la física.","","","","","","","","","","","","","","","","","","",""
"Física i Química","4ESO","COMP_ESPEC","CE1","Interpretar fenòmens de la naturalesa, predient i argumentant-ne el comportament a partir de models, lleis i teories propis de la física i química per apropiar-se de conceptes i processos propis de la ciència.","Interpretar fenòmens de la naturalesa, predient i argumentant-ne el comportament a partir de models, lleis i teories propis de la física.","","","","","","","","","","","","","","","","","","",""
"Llengua Castellana i Literatura","1ESO","COMP_ESPEC","CE1","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat plurilingüe i pluricultural, per afavorir la transferència lingüística, identificar i rebutjar estereotips i prejudicis lingüístics, i valorar aquesta diversitat com a font de riquesa cultural.","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat.","","","","","","","","","","","","","","","","","","",""
"Llengua Castellana i Literatura","2ESO","COMP_ESPEC","CE1","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat plurilingüe i pluricultural, per afavorir la transferència lingüística, identificar i rebutjar estereotips i prejudicis lingüístics, i valorar aquesta diversitat com a font de riquesa cultural.","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat.","","","","","","","","","","","","","","","","","","",""
"Llengua Castellana i Literatura","3ESO","COMP_ESPEC","CE1","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat plurilingüe i pluricultural, per afavorir la transferència lingüística, identificar i rebutjar estereotips i prejudicis lingüístics, i valorar aquesta diversitat com a font de riquesa cultural.","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat.","","","","","","","","","","","","","","","","","","",""
"Llengua Castellana i Literatura","4ESO","COMP_ESPEC","CE1","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat plurilingüe i pluricultural, per afavorir la transferència lingüística, identificar i rebutjar estereotips i prejudicis lingüístics, i valorar aquesta diversitat com a font de riquesa cultural.","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat.","","","","","","","","","","","","","","","","","","",""
"Llengua Estrangera (Anglès)","1ESO","COMP_ESPEC","CE1","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat plurilingüe, pluricultural i intercultural, per afavorir la transferència lingüística, identificar i rebutjar estereotips i prejudicis lingüístics i valorar aquesta diversitat com a font de riquesa cultural.","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat.","","","","","","","","","","","","","","","","","","",""
"Llengua Estrangera (Anglès)","2ESO","COMP_ESPEC","CE1","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat plurilingüe, pluricultural i intercultural, per afavorir la transferència lingüística, identificar i rebutjar estereotips i prejudicis lingüístics i valorar aquesta diversitat com a font de riquesa cultural.","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat.","","","","","","","","","","","","","","","","","","",""
"Llengua Estrangera (Anglès)","3ESO","COMP_ESPEC","CE1","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat plurilingüe, pluricultural i intercultural, per afavorir la transferència lingüística, identificar i rebutjar estereotips i prejudicis lingüístics i valorar aquesta diversitat com a font de riquesa cultural.","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat.","","","","","","","","","","","","","","","","","","",""
"Llengua Estrangera (Anglès)","4ESO","COMP_ESPEC","CE1","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat plurilingüe, pluricultural i intercultural, per afavorir la transferència lingüística, identificar i rebutjar estereotips i prejudicis lingüístics i valorar aquesta diversitat com a font de riquesa cultural.","Descriure i valorar la diversitat lingüística i cultural a partir del reconeixement de les llengües de l’alumnat i la realitat.","","","","","","","","","","","","","","","","","","",""
"Matemàtiques","1ESO","COMP_ESPEC","CE1","Interpretar, modelitzar i resoldre situacions de la vida quotidiana, pròpies de les matemàtiques i d’altres àmbits del coneixement aplicant diferents estratègies i formes de raonament per explorar procediments i obtenir solucions.","Interpretar, modelitzar i resoldre situacions de la vida quotidiana, pròpies de les matemàtiques i d’altres àmbits del coneixement.","","","","","","","","","","","","","","","","","","",""
"Matemàtiques","2ESO","COMP_ESPEC","CE1","Interpretar, modelitzar i resoldre situacions de la vida quotidiana, pròpies de les matemàtiques i d’altres àmbits del coneixement aplicant diferents estratègies i formes de raonament per explorar procediments i obtenir solucions.","Interpretar, modelitzar i resoldre situacions de la vida quotidiana, pròpies de les matemàtiques i d’altres àmbits del coneixement.","","","","","","","","","","","","","","","","","","",""
"Matemàtiques","3ESO","COMP_ESPEC","CE1","Interpretar, modelitzar i resoldre situacions de la vida quotidiana, pròpies de les matemàtiques i d’altres àmbits del coneixement aplicant diferents estratègies i formes de raonament per explorar procediments i obtenir solucions.","Interpretar, modelitzar i resoldre situacions de la vida quotidiana, pròpies de les matemàtiques i d’altres àmbits del coneixement.","","","","","","","","","","","","","","","","","","",""
"Matemàtiques","4ESO","COMP_ESPEC","CE1","Interpretar, modelitzar i resoldre situacions de la vida quotidiana, pròpies de les matemàtiques i d’altres àmbits del coneixement aplicant diferents estratègies i formes de raonament per explorar procediments i obtenir solucions.","Interpretar, modelitzar i resoldre situacions de la vida quotidiana, pròpies de les matemàtiques i d’altres àmbits del coneixement.","","","","","","","","","","","","","","","","","","",""
"Música","1ESO","COMP_ESPEC","CE1","Analitzar produccions musicals a través de l’escolta activa, la identificació d’elements i la reflexió per entendre’n l’evolució i funcions dins la cultura.","Analitzar produccions musicals a través de l’escolta activa, la identificació d’elements i la reflexió per entendre’n l’evolució i.","","","","","","","","","","","","","","","","","","",""
"Música","2ESO","COMP_ESPEC","CE1","Analitzar produccions musicals a través de l’escolta activa, la identificació d’elements i la reflexió per entendre’n l’evolució i funcions dins la cultura.","Analitzar produccions musicals a través de l’escolta activa, la identificació d’elements i la reflexió per entendre’n l’evolució i.","","","","","","","","","","","","","","","","","","",""
"Música","3ESO","COMP_ESPEC","CE1","Analitzar produccions musicals a través de l’escolta activa, la identificació d’elements i la reflexió per entendre’n l’evolució i funcions dins la cultura.","Analitzar produccions musicals a través de l’escolta activa, la identificació d’elements i la reflexió per entendre’n l’evolució i.","","","","","","","","","","","","","","","","","","",""
"Música","4ESO","COMP_ESPEC","CE1","Analitzar produccions musicals a través de l’escolta activa, la identificació d’elements i la reflexió per entendre’n l’evolució i funcions dins la cultura.","Analitzar produccions musicals a través de l’escolta activa, la identificació d’elements i la reflexió per entendre’n l’evolució i.","","","","","","","","","","","","","","","","","","",""
"Tecnologia i Digitalització","1ESO","COMP_ESPEC","CE1","Buscar, analitzar i seleccionar la informació adequada, de manera crítica i segura, tot aplicant processos de recerca, mètodes d’anàlisi de productes i experimentant amb eines de simulació, per delimitar problemes tecnològics i proposar solucions a partir de la informació obtinguda.","Buscar, analitzar i seleccionar la informació adequada, de manera crítica i segura, tot aplicant processos de recerca, mètodes d’anàlisi.","","","","","","","","","","","","","","","","","","",""
"Tecnologia i Digitalització","2ESO","COMP_ESPEC","CE1","Buscar, analitzar i seleccionar la informació adequada, de manera crítica i segura, tot aplicant processos de recerca, mètodes d’anàlisi de productes i experimentant amb eines de simulació, per delimitar problemes tecnològics i proposar solucions a partir de la informació obtinguda.","Buscar, analitzar i seleccionar la informació adequada, de manera crítica i segura, tot aplicant processos de recerca, mètodes d’anàlisi.","","","","","","","","","","","","","","","","","","",""
"Tecnologia i Digitalització","3ESO","COMP_ESPEC","CE1","Buscar, analitzar i seleccionar la informació adequada, de manera crítica i segura, tot aplicant processos de recerca, mètodes d’anàlisi de productes i experimentant amb eines de simulació, per delimitar problemes tecnològics i proposar solucions a partir de la informació obtinguda.","Buscar, analitzar i seleccionar la informació adequada, de manera crítica i segura, tot aplicant processos de recerca, mètodes d’anàlisi.","","","","","","","","","","","","","","","","","","",""
"Tecnologia i Digitalització","4ESO","COMP_ESPEC","CE1","Buscar, analitzar i seleccionar la informació adequada, de manera crítica i segura, tot aplicant processos de recerca, mètodes d’anàlisi de productes i experimentant amb eines de simulació, per delimitar problemes tecnològics i proposar solucions a partir de la informació obtinguda.","Buscar, analitzar i seleccionar la informació adequada, de manera crítica i segura, tot aplicant processos de recerca, mètodes d’anàlisi.","","","","","","","","","","","","","","","","","","",""
"Competències transversals","1ESO","COMP_ESPEC","CE1","Analitzar i comprendre idees relatives a la dimensió social i ciutadana de la seva pròpia identitat, així com als fets socials, històrics i normatius que la determinen, demostrant respecte per les normes, empatia, equitat i esperit constructiu en la interacció amb els altres en diferents contextos socioinstitucionals.","Analitzar i comprendre idees relatives a la dimensió social i ciutadana de la seva pròpia identitat, així com als fets socials,.","","","","","","","","","","","","","","","","","","",""
"Competències transversals","2ESO","COMP_ESPEC","CE1","Analitzar i comprendre idees relatives a la dimensió social i ciutadana de la seva pròpia identitat, així com als fets socials, històrics i normatius que la determinen, demostrant respecte per les normes, empatia, equitat i esperit constructiu en la interacció amb els altres en diferents contextos socioinstitucionals.","Analitzar i comprendre idees relatives a la dimensió social i ciutadana de la seva pròpia identitat, així com als fets socials,.","","","","","","","","","","","","","","","","","","",""
"Competències transversals","3ESO","COMP_ESPEC","CE1","Analitzar i comprendre idees relatives a la dimensió social i ciutadana de la seva pròpia identitat, així com als fets socials, històrics i normatius que la determinen, demostrant respecte per les normes, empatia, equitat i esperit constructiu en la interacció amb els altres en diferents contextos socioinstitucionals.","Analitzar i comprendre idees relatives a la dimensió social i ciutadana de la seva pròpia identitat, així com als fets socials,.","","","","","","","","","","","","","","","","","","",""
"Competències transversals","4ESO","COMP_ESPEC","CE1","Analitzar i comprendre idees relatives a la dimensió social i ciutadana de la seva pròpia identitat, així com als fets socials, històrics i normatius que la determinen, demostrant respecte per les normes, empatia, equitat i esperit constructiu en la interacció amb els altres en diferents contextos socioinstitucionals.","Analitzar i comprendre idees relatives a la dimensió social i ciutadana de la seva pròpia identitat, així com als fets socials,.","","","","","","","","","","","","","","","","","","",""
"Biologia i Geologia","1ESO","CRIT","CE1 1","Analitzar conceptes, fenòmens i processos relacionats amb els sabers de la biologia i la geologia, interpretant informació en diferents formats (models, gràfics, taules, diagrames, fórmules, esquemes, símbols, pàgines web…), mantenint una actitud crítica i obtenint conclusions fonamentades en raons científiques.","Analitzar conceptes, fenòmens i processos relacionats amb els sabers de la biologia i la geologia.","","","","","","","","","","","","","","","","","","",""
"Biologia i Geologia","2ESO","CRIT","CE1 1","Analitzar conceptes, fenòmens i processos relacionats amb els sabers de la biologia i la geologia, interpretant informació en diferents formats (models, gràfics, taules, diagrames, fórmules, esquemes, símbols, pàgines web…), mantenint una actitud crítica i obtenint conclusions fonamentades en raons científiques.","Analitzar conceptes, fenòmens i processos relacionats amb els sabers de la biologia i la geologia.","","","","","","","","","","","","","","","","","","",""
"Biologia i Geologia","3ESO","CRIT","CE1 1","Analitzar conceptes, fenòmens i processos relacionats amb els sabers de la biologia i la geologia, interpretant informació en diferents formats (models, gràfics, taules, diagrames, fórmules, esquemes, símbols, pàgines web…), mantenint una actitud crítica i obtenint conclusions fonamentades en raons científiques.","Analitzar conceptes, fenòmens i processos relacionats amb els sabers de la biologia i la geologia.","","","","","","","","","","","","","","","","","","",""
"Biologia i Geologia","4ESO","CRIT","CE1 1","Analitzar conceptes, fenòmens i processos relacionats amb els sabers de la biologia i la geologia, interpretant informació en diferents formats (models, gràfics, taules, diagrames, fórmules, esquemes, símbols, pàgines web…), mantenint una actitud crítica i obtenint conclusions fonamentades en raons científiques.","Analitzar conceptes, fenòmens i processos relacionats amb els sabers de la biologia i la geologia.","","","","","","","","","","","","","","","","","","",""
"Ciències Socials","1ESO","CRIT","CE1 1","Desenvolupar estratègies de cerca, tractament i organització de la informació per a la resolució de demandes relacionades amb fets i processos rellevants del present i del passat.","Desenvolupar estratègies de cerca, tractament i organització de la informació per a la resolució de demandes relacionades amb fets i.","","","","","","","","","","","","","","","","","","",""
"Ciències Socials","2ESO","CRIT","CE1 1","Desenvolupar estratègies de cerca, tractament i organització de la informació per a la resolució de demandes relacionades amb fets i processos rellevants del present i del passat.","Desenvolupar estratègies de cerca, tractament i organització de la informació per a la resolució de demandes relacionades amb fets i.","","","","","","","","","","","","","","","","","","",""
"Ciències Socials","3ESO","CRIT","CE1 1","Desenvolupar estratègies de cerca, tractament i organització de la informació per a la resolució de demandes relacionades amb fets i processos rellevants del present i del passat.","Desenvolupar estratègies de cerca, tractament i organització de la informació per a la resolució de demandes relacionades amb fets i.","","","","","","","","","","","","","","","","","","",""
"Ciències Socials","4ESO","CRIT","CE1 1","Desenvolupar estratègies de cerca, tractament i organització de la informació per a la resolució de demandes relacionades amb fets i processos rellevants del present i del passat.","Desenvolupar estratègies de cerca, tractament i organització de la informació per a la resolució de demandes relacionades amb fets i.","","","","","","","","","","","","","","","","","","",""
"Competències transversals","1ESO","CRIT","CE1 1","Identificar les relacions entre esdeveniments històrics i el present, incloent-hi la pròpia història personal, i imaginant possibles escenaris futurs, a través de la comprensió de determinades problemàtiques i reptes identificats.","Identificar les relacions entre esdeveniments històrics i el present, incloent-hi la pròpia història personal.","","","","","","","","","","","","","","","","","","",""
"Competències transversals","2ESO","CRIT","CE1 1","Identificar les relacions entre esdeveniments històrics i el present, incloent-hi la pròpia història personal, i imaginant possibles escenaris futurs, a través de la comprensió de determinades problemàtiques i reptes identificats.","Identificar les relacions entre esdeveniments històrics i el present, incloent-hi la pròpia història personal.","","","","","","","","","","","","","","","","","","",""
"Competències transversals","3ESO","CRIT","CE1 1","Identificar les relacions entre esdeveniments històrics i el present, incloent-hi la pròpia història personal, i imaginant possibles escenaris futurs, a través de la comprensió de determinades problemàtiques i reptes identificats.","Identificar les relacions entre esdeveniments històrics i el present, incloent-hi la pròpia història personal.","","","","","","","","","","","","","","","","","","",""
"Competències transversals","4ESO","CRIT","CE1 1","Identificar les relacions entre esdeveniments històrics i el present, incloent-hi la pròpia història personal, i imaginant possibles escenaris futurs, a través de la comprensió de determinades problemàtiques i reptes identificats.","Identificar les relacions entre esdeveniments històrics i el present, incloent-hi la pròpia història personal.","","","","","","","","","","","","","","","","","","",""
"Educació Física","1ESO","CRIT","CE1 1","Executar activitats i exercicis orientats a l’adquisició d’un estil de vida actiu i saludable.","Executar activitats i exercicis orientats a l’adquisició d’un estil de vida actiu i saludable.","","","","","","","","","","","","","","","","","","",""
"Educació Física","2ESO","CRIT","CE1 1","Executar activitats i exercicis orientats a l’adquisició d’un estil de vida actiu i saludable.","Executar activitats i exercicis orientats a l’adquisició d’un estil de vida actiu i saludable.","","","","","","","","","","","","","","","","","","",""
"Educació Física","3ESO","CRIT","CE1 1","Executar activitats i exercicis orientats a l’adquisició d’un estil de vida actiu i saludable.","Executar activitats i exercicis orientats a l’adquisició d’un estil de vida actiu i saludable.","","","","","","","","","","","","","","","","","","",""
"Educació Física","4ESO","CRIT","CE1 1","Executar activitats i exercicis orientats a l’adquisició d’un estil de vida actiu i saludable.","Executar activitats i exercicis orientats a l’adquisició d’un estil de vida actiu i saludable.","","","","","","","","","","","","","","","","","","",""
"Educació Visual i Plàstica","1ESO","CRIT","CE1 1","Identificar els valors estilístics, històrics i socials, de diferents produccions artístiques, visuals i audiovisuals, així com la seva funció i finalitat, mitjançant estratègies guiades de cerca d’informació, incloses les digitals, descrivint-les de forma oral, escrita o visual, incorporant la perspectiva de gènere i la interculturalitat.","Identificar els valors estilístics, històrics i socials.","","","","","","","","","","","","","","","","","","",""
"Educació Visual i Plàstica","2ESO","CRIT","CE1 1","Identificar els valors estilístics, històrics i socials, de diferents produccions artístiques, visuals i audiovisuals, així com la seva funció i finalitat, mitjançant estratègies guiades de cerca d’informació, incloses les digitals, descrivint-les de forma oral, escrita o visual, incorporant la perspectiva de gènere i la interculturalitat.","Identificar els valors estilístics, històrics i socials.","","","","","","","","","","","","","","","","","","",""
"Educació Visual i Plàstica","3ESO","CRIT","CE1 1","Identificar els valors estilístics, històrics i socials, de diferents produccions artístiques, visuals i audiovisuals, així com la seva funció i finalitat, mitjançant estratègies guiades de cerca d’informació, incloses les digitals, descrivint-les de forma oral, escrita o visual, incorporant la perspectiva de gènere i la interculturalitat.","Identificar els valors estilístics, històrics i socials.","","","","","","","","","","","","","","","","","","",""
"Educació Visual i Plàstica","4ESO","CRIT","CE1 1","Identificar els valors estilístics, històrics i socials, de diferents produccions artístiques, visuals i audiovisuals, així com la seva funció i finalitat, mitjançant estratègies guiades de cerca d’informació, incloses les digitals, descrivint-les de forma oral, escrita o visual, incorporant la perspectiva de gènere i la interculturalitat.","Identificar els valors estilístics, històrics i socials.","","","","","","","","","","","","","","","","","","",""
"Educació en Valors Cívics i Ètics","1ESO","CRIT","CE1 1","Implicar-se en el procés d’autoconeixement i creixement personal mostrant-se actiu i proactiu davant les propostes educatives d’aula, de centre i de la comunitat.","Implicar-se en el procés d’autoconeixement i creixement personal mostrant-se actiu i proactiu davant les propostes educatives d’aula.","","","","","","","","","","","","","","","","","","",""
"Educació en Valors Cívics i Ètics","2ESO","CRIT","CE1 1","Implicar-se en el procés d’autoconeixement i creixement personal mostrant-se actiu i proactiu davant les propostes educatives d’aula, de centre i de la comunitat.","Implicar-se en el procés d’autoconeixement i creixement personal mostrant-se actiu i proactiu davant les propostes educatives d’aula.","","","","","","","","","","","","","","","","","","",""
"Educació en Valors Cívics i Ètics","3ESO","CRIT","CE1 1","Implicar-se en el procés d’autoconeixement i creixement personal mostrant-se actiu i proactiu davant les propostes educatives d’aula, de centre i de la comunitat.","Implicar-se en el procés d’autoconeixement i creixement personal mostrant-se actiu i proactiu davant les propostes educatives d’aula.","","","","","","","","","","","","","","","","","","",""
"Educació en Valors Cívics i Ètics","4ESO","CRIT","CE1 1","Implicar-se en el procés d’autoconeixement i creixement personal mostrant-se actiu i proactiu davant les propostes educatives d’aula, de centre i de la comunitat.","Implicar-se en el procés d’autoconeixement i creixement personal mostrant-se actiu i proactiu davant les propostes educatives d’aula.","","","","","","","","","","","","","","","","","","",""
"Física i Química","1ESO","CRIT","CE1 1","Analitzar conceptes, fenòmens i processos relacionats amb els sabers de la física i la química interpretant informació en diferents formats (models, gràfics, taules, diagrames, fórmules, esquemes, símbols, pàgines web…), mantenint una actitud crítica i obtenint conclusions fonamentades en raons científiques.","Analitzar conceptes, fenòmens i processos relacionats amb els sabers de la física i la química interpretant informació en diferents.","","","","","","","","","","","","","","","","","","",""
